Symbol,Company Name,Industry,Market Cap
BK,Bank of New York Mellon,Capital Markets,41100
BKNG,Booking Holdings,Internet & Direct Marketing Retail,83540
BKR,Baker Hughes Company,Energy Equipment & Services,34130
BLDR,Builders FirstSource,Building Products,13520
BLK,BlackRock,Capital Markets,105910
BLL,Ball Corporation,Containers & Packaging,29000
BMO,Bank of Montreal,Banks,74820
BMRN,BioMarin Pharmaceutical,Biotechnology,14550
BMY,Bristol-Myers Squibb Company,Pharmaceuticals,151180
BNS,The Bank of Nova Scotia,Banks,89060
BNTX,BioNTech SE,Biotechnology,34130
BP,BP plc,"Oil, Gas & Consumable Fuels",94780
BR,Broadridge Financial Solutions,IT Services,17440
BRK-A,Berkshire Hathaway,Diversified Financial Services,711450
BRK-B,Berkshire Hathaway,Diversified Financial Services,711760
BRKR,Bruker,Life Sciences Tools & Services,10230
BRO,Brown & Brown,Insurance,19310
BSBR,Banco Santander Brasil,Banks,44920
BSX,Boston Scientific,Health Care Equipment & Supplies,62720
BSY,Bentley Systems,Software-Application,10800
BTI,British American Tobacco,Tobacco,96270
BUD,Anheuser-Busch InBev,Beverages,98490
BURL,Burlington Stores,Specialty Retail,12660
BX,Blackstone,Capital Markets,151900
BXP,Boston Properties,Equity Real Estate Investment Trusts ...,19300
C,Citigroup,Banks,115870
CAG,Conagra Brands,Food Products,16500
CAH,Cardinal Health,Health Care Providers & Services,14960
CAJ,Canon,"Technology Hardware, Storage & Periph...",23920
CARR,Carrier Global,Building Products,38390
CAT,Caterpillar,Machinery,104850
CB,Chubb,Insurance,87600
CBOE,Cboe Global Markets,Capital Markets,12850
CBRE,CBRE Group,Real Estate Management & Development,29810
CCEP,Coca-Cola Europacific Partners,Beverages,21020
CCI,Crown Castle International,Equity Real Estate Investment Trusts ...,77410
CCK,Crown Holdings,Containers & Packaging,15490
CCL,Carnival,"Hotels, Restaurants & Leisure",20180
CDAY,Ceridian HCM Holding,Software,10140
CDNS,Cadence Design Systems,Software,42900
CDW,CDW Corporation,"Electronic Equipment, Instruments & C...",23150
CE,Celanese,Chemicals,15330
CEA,China Eastern Airlines,Airlines,14360
CEG,Constellation Energy,Utilities-Renewable,16660
CERN,Cerner,Health Care Technology,27420
CF,CF Industries Holdings,Chemicals,18920
CFG,Citizens Financial Group,Banks,20540
CG,The Carlyle Group,Capital Markets,15970
CGNX,Cognex,"Electronic Equipment, Instruments & C...",11760
CHD,Church & Dwight Company,Household Products,24440
CHK,Chesapeake Energy,"Oil, Gas & Consumable Fuels",10080
CHKP,Check Point Software Technologies,Software,19380
CHRW,C.H. Robinson Worldwide,Air Freight & Logistics,13710
CHT,Chunghwa Telecom Co.,Diversified Telecommunication Services,33940
CHTR,Charter Communications,Media,95000
CHWY,Chewy,Internet & Direct Marketing Retail,18920
CI,Cigna,Health Care Providers & Services,77550
CIEN,Ciena,Communications Equipment,10090
CINF,Cincinnati Financial,Insurance,19770
CL,Colgate-Palmolive Company,Household Products,65020
CLF,Cleveland-Cliffs,Metals & Mining,13630
CLR,Continental Resources,"Oil, Gas & Consumable Fuels",22190
CLX,The Clorox Company,Household Products,17810
CM,Canadian Imperial Bank of Commerce,Banks,56700
CMA,Comerica,Banks,11830
CMCSA,Comcast,Media,214010
CME,CME Group,Capital Markets,87610
CMG,Chipotle Mexican Grill,"Hotels, Restaurants & Leisure",40430
CMI,Cummins,Machinery,28780
CMS,CMS Energy,Multi-Utilities,19410
CNA,CNA Financial,Insurance,12250
CNC,Centene,Health Care Providers & Services,50160
CNHI,CNH Industrial,Machinery,18400
CNI,Canadian National Railway Company,Road & Rail,89080
CNP,CenterPoint Energy,Multi-Utilities,18230
CNQ,Canadian Natural Resources,"Oil, Gas & Consumable Fuels",69600
CNXC,Concentrix,IT Services,10080
COF,Capital One Financial,Consumer Finance,55480
COIN,Coinbase Global,Software-Application,43410
CONE,CyrusOne,Equity Real Estate Investment Trusts ...,11700
COO,The Cooper Companies,Health Care Equipment & Supplies,20930
COP,ConocoPhillips,"Oil, Gas & Consumable Fuels",130300
COST,Costco Wholesale,Food & Staples Retailing,233020
CP,Canadian Pacific Railway,Road & Rail,72600
CPB,Campbell Soup Company,Food Products,13740
CPNG,Coupang,Internet Retail,37010
CPRT,Copart,Commercial Services & Supplies,28120
CPT,Camden Property Trust,Equity Real Estate Investment Trusts ...,17830
CQP,Cheniere Energy Partners LP,"Oil, Gas & Consumable Fuels",28300
CRH,CRH Plc,Construction Materials,30480
CRL,Charles River Laboratories International,Life Sciences Tools & Services,14040
CRM,Salesforce.com,Software,205470
CRWD,CrowdStrike Holdings,Software,41060
CS,Credit Suisse Group AG,Capital Markets,19280
CSCO,Cisco Systems,Communications Equipment,235090
CSGP,CoStar Group,Professional Services,22880
CSL,Carlisle Companies,Industrial Conglomerates,12090
CSX,CSX Corporation,Road & Rail,82100
CTAS,Cintas,Commercial Services & Supplies,39580
CTLT,Catalent,Pharmaceuticals,17980
CTRA,Coterra Energy,Oil & Gas E&P,21250
CTSH,Cognizant Technology Solutions,IT Services,46760
CTVA,Corteva,Chemicals,37430
CTXS,Citrix Systems,Software,12740
CUBE,CubeSmart,Equity Real Estate Investment Trusts ...,11840
CUK,Carnival,"Hotels, Restaurants & Leisure",18580
CVE,Cenovus Energy,"Oil, Gas & Consumable Fuels",32090
CVNA,Carvana Co.,Specialty Retail,18440
CVS,CVS Health,Health Care Providers & Services,138060
CVX,Chevron,"Oil, Gas & Consumable Fuels",308980
CZR,Caesars Entertainment,"Hotels, Restaurants & Leisure",16870
D,Dominion Energy,Multi-Utilities,67030
DAL,Delta Air Lines,Airlines,22090
DAR,Darling Ingredients,Food Products,12250
DASH,DoorDash,Internet & Direct Marketing Retail,31310
DB,Deutsche Bank AG,Capital Markets,21850
DD,DuPont de Nemours,Chemicals,38160
DDOG,Datadog,Software,44630
DE,Deere & Company,Machinery,119670
DELL,Dell Technologies,"Technology Hardware, Storage & Periph...",40450
DEO,Diageo,Beverages,109310
DFS,Discover Financial Services,Consumer Finance,31400
DG,Dollar General,Multiline Retail,48890
DGX,Quest Diagnostics,Health Care Providers & Services,16440
