Symbol,Company Name,Industry,Market Cap
LIVE,Live Ventures,Household Durables,54
LIVN,LivaNova,Health Care Equipment & Supplies,4080
LIXT,Lixte Biotechnology Holdings,Biotechnology,19
LIZI,Lizhi,Internet Content & Information,66
LJAQ,LightJump Acquisition,Blank Check / SPAC,172
LJPC,La Jolla Pharmaceutical Company,Biotechnology,118
LKCO,Luokung Technology,Interactive Media & Services,205
LKFN,Lakeland Financial,Banks,2000
LKQ,LKQ Corporation,Distributors,12810
LL,Lumber Liquidators Holdings,Specialty Retail,458
LLL,JX Luxventure,Apparel Manufacturing,8
LLNW,Limelight Networks,IT Services,508
LLY,Eli Lilly and Company,Pharmaceuticals,250340
LMACA,Liberty Media Acquisition,Blank Check / SPAC,716
LMAO,LMF Acquisition Opportunities,Blank Check / SPAC,132
LMAT,LeMaitre Vascular,Health Care Equipment & Supplies,1060
LMB,Limbach Holdings,Construction & Engineering,81
LMDX,LumiraDx,Diagnostics & Research,1560
LMFA,LM Funding America,Diversified Financial Services,36
LMND,Lemonade,Insurance,1210
LMNL,Liminal BioSciences,Biotechnology,26
LMNR,Limoneira Company,Food Products,264
LMPX,LMP Automotive Holdings,Specialty Retail,44
LMST,Limestone Bancorp,Banks,145
LMT,Lockheed Martin,Aerospace & Defense,124770
LNC,Lincoln National,Insurance,10640
LND,BrasilAgro Cia Brasileira de Propriedades Agricolas,Food Products,684
LNDC,Landec,Food Products,346
LNFA,L&F Acquisition,Blank Check / SPAC,217
LNG,Cheniere Energy,"Oil, Gas & Consumable Fuels",35520
LNN,Lindsay,Machinery,1510
LNSR,LENSAR,Medical Devices,67
LNT,Alliant Energy,Electric Utilities,15180
LNTH,Lantheus Holdings,Health Care Equipment & Supplies,3720
LOAN,Manhattan Bridge Capital,Mortgage Real Estate Investment Trust...,69
LOB,Live Oak Bancshares,Banks,2660
LOCC,Live Oak Crestview Climate Acquisition,Blank Check / SPAC,248
LOCL,Local Bounti,Farm Products,496
LOCO,El Pollo Loco Holdings,"Hotels, Restaurants & Leisure",474
LODE,Comstock Mining,Metals & Mining,112
LOGC,LogicBio Therapeutics,Biotechnology,22
LOGI,Logitech International,"Technology Hardware, Storage & Periph...",12170
LOKM,Live Oak Mobility Acquisition,Blank Check / SPAC,308
LOMA,Loma Negra Compania Industrial Argentina,Construction Materials,630
LOOP,Loop Industries,Chemicals,315
LOPE,Grand Canyon Education,Diversified Consumer Services,3130
LOTZ,CarLotz,Auto & Truck Dealerships,193
LOV,Spark Networks SE,Interactive Media & Services,63
LOVE,The Lovesac Company,Household Durables,614
LOW,Lowe's Companies,Specialty Retail,150130
LPCN,Lipocine,Pharmaceuticals,132
LPG,Dorian LPG,"Oil, Gas & Consumable Fuels",579
LPI,Laredo Petroleum,"Oil, Gas & Consumable Fuels",1440
LPL,LG Display Co.,"Electronic Equipment, Instruments & C...",5460
LPLA,LPL Financial Holdings,Capital Markets,12840
LPRO,Open Lending,Capital Markets,2330
LPSN,LivePerson,Software,1600
LPTH,LightPath Technologies,"Electronic Equipment, Instruments & C...",56
LPTX,Leap Therapeutics,Biotechnology,160
LPX,Louisiana-Pacific,Paper & Forest Products,6080
LQDA,Liquidia,Pharmaceuticals,346
LQDT,Liquidity Services,Internet & Direct Marketing Retail,607
LRCX,Lam Research,Semiconductors & Semiconductor Equipment,73350
LRFC,Logan Ridge Finance,Asset Management,66
LRMR,Larimar Therapeutics,Biotechnology,70
LRN,Stride,Diversified Consumer Services,1420
LSBK,Lake Shore Bancorp,Thrifts & Mortgage Finance,84
LSCC,Lattice Semiconductor,Semiconductors & Semiconductor Equipment,7870
LSEA,Landsea Homes,Real Estate-Development,311
LSF,Laird Superfood,Packaged Foods,47
LSI,Life Storage,Equity Real Estate Investment Trusts ...,11350
LSPD,Lightspeed Commerce,Software,3490
LSPR,Larkspur Health Acquisition,Blank Check / SPAC,96
LSTR,Landstar System,Road & Rail,5840
LTBR,Lightbridge,Professional Services,67
LTC,LTC Properties,Equity Real Estate Investment Trusts ...,1380
LTCH,Latch,Software-Application,498
LTH,Life Time Group Holdings,Leisure,2670
LTHM,Livent,Chemicals,3290
LTRN,Lantern Pharma,Biotechnology,63
LTRPA,Liberty TripAdvisor Holdings,Interactive Media & Services,168
LTRPB,Liberty TripAdvisor Holdings,Interactive Media & Services,191
LTRX,Lantronix,Communications Equipment,234
LTRY,Lottery.com,Gambling,179
LU,Lufax Holding,Consumer Finance,12360
LUB,Luby's,"Hotels, Restaurants & Leisure",87
LUCD,Lucid Diagnostics,Medical Devices,134
LULU,Lululemon Athletica,"Textiles, Apparel & Luxury Goods",42380
LUMN,Lumen Technologies,Diversified Telecommunication Services,10800
LUMO,Lumos Pharma,Biotechnology,80
LUNA,Luna Innovations,"Electronic Equipment, Instruments & C...",204
LUNG,Pulmonx,Health Care Equipment & Supplies,880
LUV,Southwest Airlines Company,Airlines,24100
LUXA,Lux Health Tech Acquisition,Blank Check / SPAC,423
LVAC,LAVA Medtech Acquisition,Blank Check / SPAC,129
LVLU,Lulu's Fashion Lounge Holdings,Apparel Retail,338
LVO,LiveOne,Entertainment,64
LVOX,LiveVox Holding,Software-Infrastructure,449
LVRA,Levere Holdings,Blank Check / SPAC,330
LVS,Las Vegas Sands,"Hotels, Restaurants & Leisure",31170
LVTX,LAVA Therapeutics,Biotechnology,111
LW,Lamb Weston Holdings,Food Products,8760
LWAY,Lifeway Foods,Food Products,101
LWLG,Lightwave Logic,Chemicals,771
LX,LexinFintech Holdings,Consumer Finance,576
LXEH,Lixiang Education Holding Co.,Education & Training Services,54
LXFR,Luxfer Holdings,Machinery,474
LXP,Lexington Realty Trust,Equity Real Estate Investment Trusts ...,4550
LXRX,Lexicon Pharmaceuticals,Biotechnology,317
LXU,LSB Industries,Chemicals,1580
LYB,LyondellBasell Industries NV,Chemicals,31860
LYEL,Lyell Immunopharma,Biotechnology,1570
LYFT,"Lyft, Inc.",Road & Rail,12950
LYG,Lloyds Banking Group,Banks,41030
LYL,Dragon Victory International,Consumer Finance,23
LYLT,Loyalty Ventures,Software-Infrastructure,474
LYRA,Lyra Therapeutics,Biotechnology,62
LYTS,LSI Industries,Electrical Equipment,180
LYV,Live Nation Entertainment,Entertainment,26710
LZ,LegalZoom.com,Internet Content & Information,2760
LZB,La-Z-Boy,Household Durables,1260
M,Macy's,Multiline Retail,7250
MA,Mastercard,IT Services,328830
MAA,Mid-America Apartment Communities,Equity Real Estate Investment Trusts ...,25400
MAAQ,Mana Capital Acquisition,Blank Check / SPAC,80
MAC,The Macerich Company,Equity Real Estate Investment Trusts ...,3400
MACA,Moringa Acquisition,Blank Check / SPAC,262
MACC,Mission Advancement,Blank Check / SPAC,420
MACK,Merrimack Pharmaceuticals,Biotechnology,80
MACU,Mallard Acquisition,Blank Check / SPAC,138
MAG,MAG Silver,Metals & Mining,1740
MAIN,Main Street Capital,Capital Markets,3060
MAN,ManpowerGroup,Professional Services,5110
MANH,Manhattan Associates,Software,8260
MANT,ManTech International,IT Services,3500
MANU,Manchester United,Entertainment,2010
MAPS,WM Technology,Software-Application,840
MAQC,Maquia Capital Acquisition,Blank Check / SPAC,226
MAR,Marriott International,"Hotels, Restaurants & Leisure",51970
MARA,Marathon Digital Holdings,IT Services,2340
MARK,Remark Holdings,Internet & Direct Marketing Retail,79
MARPS,Marine Petroleum Trust,"Oil, Gas & Consumable Fuels",14
MAS,Masco,Building Products,13270
MASI,Masimo,Health Care Equipment & Supplies,8340
MASS,908 Devices,Medical Devices,492
MAT,Mattel,Leisure Products,8550
MATW,Matthews International,Commercial Services & Supplies,1070
MATX,Matson,Marine,4370
MAX,MediaAlpha,Internet Content & Information,791
MAXN,Maxeon Solar Technologies,Semiconductors & Semiconductor Equipment,454
MAXR,Maxar Technologies,Aerospace & Defense,2500
MAYS,J.W. Mays,Real Estate Management & Development,76
MBAC,M3-Brigade Acquisition II,Blank Check / SPAC,487
MBCN,Middlefield Banc,Banks,148
MBI,MBIA Inc.,Insurance,770
MBII,Marrone Bio Innovations,Chemicals,117
MBIN,Merchants Bancorp,Thrifts & Mortgage Finance,1210
MBIO,Mustang Bio,Biotechnology,73
MBOT,Microbot Medical,Health Care Equipment & Supplies,39
MBRX,Moleculin Biotech,Biotechnology,38
MBSC,M3-Brigade Acquisition III,Blank Check / SPAC,321
MBT,Mobile TeleSystems PJSC,Wireless Telecommunication Services,4660
MBTC,Nocturne Acquisition,Blank Check / SPAC,149
MBUU,Malibu Boats,Leisure Products,1380
MBWM,Mercantile Bank,Banks,581
MC,Moelis & Company,Capital Markets,3240
MCAA,Mountain & Co. I Acquisition,Blank Check / SPAC,289
MCAE,Mountain Crest Acquisition III,Blank Check / SPAC,70
MCAF,Mountain Crest Acquisition IV,Blank Check / SPAC,76
MCAG,Mountain Crest Acquisition V,Blank Check / SPAC,89
MCB,Metropolitan Bank Holding,Banks,1070
MCBC,Macatawa Bank,Banks,312
MCBS,MetroCity Bankshares,Banks,605
MCD,McDonald's,"Hotels, Restaurants & Leisure",175340
MCFT,MasterCraft Boat Holdings,Leisure Products,492
MCG,Membership Collective Group,Lodging,1450
MCHP,Microchip Technology,Semiconductors & Semiconductor Equipment,38060
MCHX,Marchex,Media,78
MCK,McKesson,Health Care Providers & Services,42220
MCLD,mCloud Technologies,Software-Application,56
MCO,Moody's,Capital Markets,60350
MCRB,Seres Therapeutics,Biotechnology,580
MCRI,Monarch Casino & Resort,"Hotels, Restaurants & Leisure",1540
MCS,The Marcus Corporation,Entertainment,557
MCW,Mister Car Wash,Personal Services,4550
MCY,Mercury General,Insurance,2990
MD,MEDNAX,Health Care Providers & Services,1990
MDB,MongoDB,IT Services,23830
MDC,M.D.C. Holdings,Household Durables,3160
MDGL,Madrigal Pharmaceuticals,Biotechnology,1560
MDGS,Medigus,Health Care Equipment & Supplies,25
MDH,MDH Acquisition,Blank Check / SPAC,336
MDIA,Mediaco Holding,Broadcasting,37
MDJH,MDJM Ltd.,Real Estate Management & Development,32
MDLZ,Mondelez International,Food Products,88620
MDNA,Medicenna Therapeutics,Biotechnology,83
MDRR,Medalist Diversified REIT,Equity Real Estate Investment Trusts ...,18
MDRX,Allscripts Healthcare Solutions,Health Care Technology,2490
MDT,Medtronic plc.,Health Care Equipment & Supplies,145410
MDU,MDU Resources Group,Multi-Utilities,5380
MDV,Modiv,REIT-Diversified,131
MDVL,MedAvail Holdings,Pharmaceutical Retailers,32
MDWD,MediWound,Pharmaceuticals,52
MDWT,Midwest Holding,Insurance-Life,78
MDXG,MiMedx Group,Biotechnology,547
MDXH,MDxHealth,Diagnostics & Research,120
ME,23andMe Holding Co.,Diagnostics & Research,1680
MEAC,Mercury Ecommerce Acquisition,Blank Check / SPAC,222
MEC,Mayville Engineering Company,Metals & Mining,207
MED,Medifast,Personal Products,2150
MEDP,Medpace Holdings,Life Sciences Tools & Services,5410
MEDS,TRxADE HEALTH,Pharmaceutical Retailers,16
MEG,Montrose Environmental Group,Media,1370
MEI,Methode Electronics,"Electronic Equipment, Instruments & C...",1600
MEIP,MEI Pharma,Biotechnology,262
MEKA,MELI Kaszek Pioneer,Blank Check / SPAC,302
MELI,MercadoLibre,Internet & Direct Marketing Retail,53230
MEOA,Minority Equality Opportunities Acquisition,Blank Check / SPAC,160
MEOH,Methanex,Chemicals,3870
MERC,Mercer International,Paper & Forest Products,852
MESA,Mesa Air Group,Airlines,145
MESO,Mesoblast,Biotechnology,502
MET,MetLife,Insurance,52790
METC,Ramaco Resources,Metals & Mining,812
METX,Meten Edtechx Education Group,Education & Training Services,62
MF,Missfresh,Grocery Stores,478
MFA,MFA Financial,Mortgage Real Estate Investment Trust...,1700
MFC,Manulife Financial,Insurance,38480
MFG,Mizuho Financial Group,Banks,33020
MFGP,Micro Focus International,Software,1510
MFH,Mercurity Fintech Holding,Software,32
MFIN,Medallion Financial,Consumer Finance,215
MG,MISTRAS Group,Professional Services,188
MGA,Magna International,Auto Components,18640
MGEE,MGE Energy,Electric Utilities,2740
MGI,MoneyGram International,IT Services,972
MGIC,Magic Software Enterprises,Software,934
MGM,MGM Resorts International,"Hotels, Restaurants & Leisure",18240
MGNI,Magnite,Internet & Direct Marketing Retail,1780
MGNX,MacroGenics,Biotechnology,506
MGP,MGM Growth Properties LLC,Equity Real Estate Investment Trusts ...,10240
MGPI,MGP Ingredients,Beverages,1760
MGRC,McGrath RentCorp,Commercial Services & Supplies,1960
MGTA,Magenta Therapeutics,Biotechnology,150
MGTX,MeiraGTx Holdings,Biotechnology,602
MGY,Magnolia Oil & Gas,"Oil, Gas & Consumable Fuels",7660
MGYR,Magyar Bancorp,Thrifts & Mortgage Finance,87
MHH,Mastech Digital,Professional Services,210
MHK,Mohawk Industries,Household Durables,8940
MHLD,Maiden Holdings,Insurance,213
MHO,M/I Homes,Household Durables,1460
MHUA,Meihua International Medical Technologies Co.,Medical Instruments & Supplies,192
MIC,Macquarie Infrastructure,Transportation Infrastructure,331
MICT,"MICT, Inc.",Aerospace & Defense,82
MIDD,The Middleby Corporation,Machinery,9340
MIGI,Mawson Infrastructure Group,Information Technology Services,230
MILE,Metromile,Insurance-Property & Casualty,130
MIME,Mimecast,Software,5340
MIMO,Airspan Networks Holdings,Telecom Services,288
MIND,MIND Technology,Energy Equipment & Services,15
MINM,Minim,Communication Equipment,51
MIR,Mirion Technologies,Specialty Industrial Machinery,1810
MIRM,Mirum Pharmaceuticals,Biotechnology,653
MIRO,Miromatrix Medical,Biotechnology,73
MIST,Milestone Pharmaceuticals,Pharmaceuticals,142
MIT,Mason Industrial Technology,Blank Check / SPAC,609
MITA,Coliseum Acquisition,Blank Check / SPAC,182
MITC,MeaTech 3D,Packaged Foods,73
MITK,Mitek Systems,Software,622
MITO,Stealth BioTherapeutics,Biotechnology,29
MITQ,Moving iMage Technologies,Photographic and Photocopying Equipme...,13
MITT,AG Mortgage Investment Trust,Mortgage Real Estate Investment Trust...,207
MIXT,MiX Telematics,Software,270
MKC,McCormick & Company,Food Products,27680
MKD,Molecular Data,Chemicals,31
MKFG,Markforged Holding,Computer Hardware,580
MKL,Markel,Insurance,17130
MKSI,MKS Instruments,Semiconductors & Semiconductor Equipment,8130
MKTW,MarketWise,Software-Application,126
MKTX,MarketAxess Holdings,Capital Markets,13940
ML,MoneyLion,Software-Application,493
MLAB,Mesa Laboratories,Health Care Equipment & Supplies,1380
MLAC,Malacca Straits Acquisition Company,Blank Check / SPAC,181
MLAI,McLaren Technology Acquisition,Blank Check / SPAC,251
MLCO,Melco Resorts & Entertainment,"Hotels, Restaurants & Leisure",4580
MLI,Mueller Industries,Machinery,3180
MLKN,MillerKnoll,"Furnishings, Fixtures & Appliances",2880
MLM,Martin Marietta Materials,Construction Materials,23390
MLNK,MeridianLink,Software-Application,1470
MLP,Maui Land & Pineapple Company,Real Estate Management & Development,206
MLR,Miller Industries,Machinery,344
MLSS,Milestone Scientific,Health Care Equipment & Supplies,105
MLVF,Malvern Bancorp,Banks,125
MMAT,Meta Materials,Electronic Components,432
MMC,Marsh & McLennan Companies,Insurance,78680
MMI,Marcus & Millichap,Real Estate Management & Development,1920
MMLP,Martin Midstream Partners,"Oil, Gas & Consumable Fuels",127
MMM,3M Company,Industrial Conglomerates,83800
MMMB,MamaMancini's Holdings,Food Products,57
MMP,"Magellan Midstream Partners,","Oil, Gas & Consumable Fuels",10500
MMS,Maximus,IT Services,4870
MMSI,Merit Medical Systems,Health Care Equipment & Supplies,3650
MMX,Maverix Metals,Metals & Mining,721
MMYT,MakeMyTrip,Internet & Direct Marketing Retail,2380
MN,Manning & Napier,Capital Markets,152
MNDO,MIND CTI,Software,58
MNDT,Mandiant,Software,4650
MNDY,monday.com,Software-Application,5940
MNKD,MannKind,Biotechnology,755
MNMD,Mind Medicine (MindMed),Biotechnology,438
MNOV,MediciNova,Biotechnology,118
MNPR,Monopar Therapeutics,Biotechnology,41
MNRL,Brigham Minerals,"Oil, Gas & Consumable Fuels",1640
MNRO,Monro,Specialty Retail,1550
MNSB,MainStreet Bancshares,Banks,186
MNSO,Miniso Group Holding,Specialty Retail,2820
MNST,Monster Beverage,Beverages,43050
MNTK,Montauk Renewables,Utilities-Diversified,1460
MNTN,Everest Consolidator Acquisition,Blank Check / SPAC,172
MNTS,Momentus,Aerospace & Defense,162
MNTV,Momentive Global,Software,2290
MNTX,Manitex International,Machinery,157
MO,Altria Group,Tobacco,97210
MOBQ,Mobiquity Technologies,Media,7
MOD,Modine Manufacturing Company,Auto Components,487
MODN,Model N,Software,896
MODV,ModivCare,Health Care Providers & Services,2240
MOFG,MidWestOne Financial Group,Banks,484
MOG-A,Moog Inc.,Aerospace & Defense,2640
MOG-B,Moog Inc.,Aerospace & Defense,2660
MOGO,Mogo Inc.,Consumer Finance,153
MOGU,"Mogu, Inc.",Internet & Direct Marketing Retail,30
MOH,Molina Healthcare,Health Care Providers & Services,18900
MOHO,ECMOHO,Internet & Direct Marketing Retail,15
MOLN,Molecular Partners AG,Biotechnology,779
MOMO,Hello Group,Interactive Media & Services,1600
MON,Monument Circle Acquisition,Blank Check / SPAC,305
MOR,MorphoSys AG,Biotechnology,900
MORF,Morphic Holding,Biotechnology,1410
MORN,Morningstar,Capital Markets,11480
MOS,The Mosaic Company,Chemicals,22040
MOTS,Motus GI Holdings,Health Care Equipment & Supplies,18
MOTV,Motive Capital,Blank Check / SPAC,515
MOV,Movado Group,"Textiles, Apparel & Luxury Goods",605
MOVE,Movano,Internet Software & Services,96
MOXC,Moxian,Internet & Direct Marketing Retail,31
MP,MP Materials,Metals & Mining,6910
MPAA,Motorcar Parts of America,Auto Components,298
MPAC,Model Performance Acquisition,Blank Check / SPAC,70
MPB,Mid Penn Bancorp,Banks,428
MPC,Marathon Petroleum,"Oil, Gas & Consumable Fuels",43930
MPLN,MultiPlan,Healthcare Plans,2740
MPLX,MPLX LP,"Oil, Gas & Consumable Fuels",32970
MPRA,Mercato Partners Acquisition,Blank Check / SPAC,285
MPW,Medical Properties Trust,Equity Real Estate Investment Trusts ...,12290
MPWR,Monolithic Power Systems,Semiconductors & Semiconductor Equipment,19240
MPX,Marine Products,Leisure Products,431
MQ,Marqeta,Software-Infrastructure,5130
MRAI,Marpai,Healthcare Plans,37
MRAM,Everspin Technologies,Semiconductors & Semiconductor Equipment,168
MRBK,Meridian,Banks,208
MRC,MRC Global,Trading Companies & Distributors,946
MRCC,Monroe Capital,Capital Markets,240
MRCY,Mercury Systems,Aerospace & Defense,3960
MREO,Mereo BioPharma Group,Biotechnology,135
MRIN,Marin Software,Software,47
MRK,Merck & Co.,Pharmaceuticals,196730
MRKR,Marker Therapeutics,Biotechnology,33
MRM,Medirom Healthcare Technologies,Personal Services,35
MRNA,Moderna,Biotechnology,57440
MRNS,Marinus Pharmaceuticals,Pharmaceuticals,270
MRO,Marathon Oil,"Oil, Gas & Consumable Fuels",17400
MRSN,Mersana Therapeutics,Biotechnology,368
MRTN,Marten Transport,Road & Rail,1530
MRTX,Mirati Therapeutics,Biotechnology,4690
MRUS,Merus,Biotechnology,1240
MRVI,Maravai LifeSciences Holdings,Biotechnology,10180
MRVL,Marvell Technology,Semiconductors & Semiconductor Equipment,53510
MS,Morgan Stanley,Capital Markets,154880
MSA,MSA Safety,Commercial Services & Supplies,5500
MSAC,Medicus Sciences Acquisition,Blank Check / SPAC,113
MSB,Mesabi Trust,Metals & Mining,377
MSBI,Midland States Bancorp,Banks,638
MSC,Studio City International Holdings,"Hotels, Restaurants & Leisure",440
MSCI,MSCI Inc.,Capital Markets,40770
MSDA,MSD Acquisition,Blank Check / SPAC,702
MSEX,Middlesex Water Company,Water Utilities,1870
MSFT,Microsoft,Software,2204400
MSGE,Madison Square Garden Entertainment,Entertainment,2490
MSGM,Motorsport Games,Electronic Gaming & Multimedia,30
MSGS,Madison Square Garden Sports,Entertainment,3970
MSI,Motorola Solutions,Communications Equipment,37500
MSM,MSC Industrial Direct Company,Trading Companies & Distributors,4440
MSN,Emerson Radio,Household Durables,15
MSP,Datto Holding,Software,3830
MSTR,MicroStrategy,Software,4630
MSVB,Mid-Southern Bancorp,Thrifts & Mortgage Finance,46
MT,ArcelorMittal,Metals & Mining,26940
MTA,Metalla Royalty & Streaming,Metals & Mining,320
MTAC,MedTech Acquisition,Blank Check / SPAC,293
MTAL,Metals Acquisition,Blank Check / SPAC,319
MTB,M&T Bank,Banks,22740
MTBC,CareCloud,Health Care Technology,90
MTC,MMTec,Software,16
MTCH,Match Group,Interactive Media & Services,29210
MTCR,Metacrine,Biotechnology,21
MTD,Mettler-Toledo International,Life Sciences Tools & Services,31670
MTDR,Matador Resources Company,"Oil, Gas & Consumable Fuels",6320
MTEK,Maris-Tech,Electronic Components,12
MTEM,Molecular Templates,Biotechnology,135
MTEX,"Mannatech,",Personal Products,66
MTG,MGIC Investment,Thrifts & Mortgage Finance,4610
MTH,Meritage Homes,Household Durables,3650
MTL,Mechel PAO,Metals & Mining,611
MTLS,Materialise NV,Software,1030
MTN,Vail Resorts,"Hotels, Restaurants & Leisure",9860
MTNB,Matinas BioPharma Holdings,Biotechnology,126
MTOR,Meritor,Machinery,2510
MTP,Midatech Pharma,Biotechnology,11
MTR,Mesa Royalty Trust,"Oil, Gas & Consumable Fuels",16
MTRN,Materion,Metals & Mining,1690
MTRX,Matrix Service Company,Energy Equipment & Services,189
MTRY,Monterey Bio Acquisition,Blank Check / SPAC,143
MTSI,MACOM Technology Solutions Holdings,Semiconductors & Semiconductor Equipment,4130
MTTR,Matterport,Software-Application,1780
MTVC,Motive Capital Corp II,Blank Check / SPAC,421
MTW,The Manitowoc Company,Machinery,560
MTX,Minerals Technologies,Chemicals,2210
MTZ,MasTec,Construction & Engineering,5720
MU,Micron Technology,Semiconductors & Semiconductor Equipment,91720
MUDS,Mudrick Capital Acquisition II,Blank Check / SPAC,396
MUFG,Mitsubishi UFJ Financial Group,Banks,75720
MULN,Mullen Automotive,Auto Manufacturers,27
MUR,Murphy Oil,"Oil, Gas & Consumable Fuels",5770
MURF,Murphy Canyon Acquisition,Blank Check / SPAC,151
MUSA,Murphy USA,Specialty Retail,4500
MUX,McEwen Mining,Metals & Mining,368
MVBF,MVB Financial,Banks,482
MVIS,MicroVision,"Electronic Equipment, Instruments & C...",719
MVST,Microvast Holdings,Electrical Equipment & Parts,1960
MWA,Mueller Water Products,Machinery,1960
MX,MagnaChip Semiconductor,Semiconductors & Semiconductor Equipment,785
MXC,Mexco Energy,"Oil, Gas & Consumable Fuels",53
MXCT,MaxCyte,Diagnostics & Research,613
MXL,MaxLinear,Semiconductors & Semiconductor Equipment,4300
MYE,Myers Industries,Containers & Packaging,602
MYFW,First Western Financial,Banks,312
MYGN,Myriad Genetics,Biotechnology,1810
MYMD,MyMD Pharmaceuticals,Biotechnology,139
MYNA,Mynaric AG,Communication Equipment,215
MYNZ,Mainz Biomed B.V.,Diagnostics & Research,182
MYO,Myomo,Health Care Equipment & Supplies,51
MYOV,Myovant Sciences,Biotechnology,1130
MYPS,PLAYSTUDIOS,Electronic Gaming & Multimedia,493
MYRG,MYR Group,Construction & Engineering,1550
MYSZ,My Size,Software,10
MYTE,MYT Netherlands Parent B.V.,Luxury Goods,1030
NAAC,North Atlantic Acquisition,Blank Check / SPAC,468
NABL,N-able,Information Technology Services,1950
NAII,Natural Alternatives International,Personal Products,68
NAK,Northern Dynasty Minerals,Metals & Mining,193
NAOV,NanoVibronix,Health Care Equipment & Supplies,22
NAPA,The Duckhorn Portfolio,Beverages-Wineries & Distilleries,2190
NARI,Inari Medical,Health Care Equipment & Supplies,4960
NAT,Nordic American Tankers,"Oil, Gas & Consumable Fuels",441
NATH,Nathan's Famous,"Hotels, Restaurants & Leisure",232
NATI,National Instruments,"Electronic Equipment, Instruments & C...",5200
NATR,Nature's Sunshine Products,Personal Products,330
NAUT,Nautilus Biotechnology,Biotechnology,464
NAVB,Navidea Biopharmaceuticals,Biotechnology,24
NAVI,Navient,Consumer Finance,2510
NBEV,NewAge,Beverages,93
NBHC,National Bank Holdings,Banks,1260
NBIX,Neurocrine Biosciences,Biotechnology,8400
NBN,Northeast Bank,Banks,283
NBR,Nabors Industries,Energy Equipment & Services,1200
NBRV,Nabriva Therapeutics,Pharmaceuticals,24
NBSE,NeuBase Therapeutics,Biotechnology,51
NBST,Newbury Street Acquisition,Blank Check / SPAC,163
NBTB,NBT Bancorp,Banks,1650
NBTX,Nanobiotix,Biotechnology,225
NBY,NovaBay Pharmaceuticals,Pharmaceuticals,15
NC,NACCO Industries,"Oil, Gas & Consumable Fuels",220
NCAC,Newcourt Acquisition,Blank Check / SPAC,326
NCBS,Nicolet Bankshares,Banks,1300
NCLH,Norwegian Cruise Line Holdings,"Hotels, Restaurants & Leisure",7450
NCMI,National CineMedia,Media,217
NCNA,NuCana,Biotechnology,50
NCNO,nCino,Software,4750
NCR,NCR Corporation,"Technology Hardware, Storage & Periph...",4960
NCSM,NCS Multistage Holdings,Energy Equipment & Services,120
NCTY,The9 Limited,Entertainment,65
NDAC,Nightdragon Acquisition,Blank Check / SPAC,430
NDAQ,Nasdaq,Capital Markets,28200
NDLS,Noodles & Company,"Hotels, Restaurants & Leisure",301
NDRA,ENDRA Life Sciences,Health Care Equipment & Supplies,18
NDSN,Nordson,Machinery,13120
NE,Noble,Oil & Gas Drilling,1880
NECB,NorthEast Community Bancorp,Thrifts & Mortgage Finance,200
NEE,NextEra Energy,Electric Utilities,157430
NEGG,Newegg Commerce,Internet Retail,1740
NEM,Newmont,Metals & Mining,58870
NEN,New England Realty Associates LP,Real Estate Management & Development,295
NEO,NeoGenomics,Life Sciences Tools & Services,2420
NEOG,Neogen,Health Care Equipment & Supplies,3850
NEON,Neonode,"Electronic Equipment, Instruments & C...",60
NEP,NextEra Energy Partners LP,Independent Power and Renewable Elect...,6720
NEPH,Nephros,Household Durables,44
NEPT,Neptune Wellness Solutions,Personal Products,60
NERV,Minerva Neurosciences,Biotechnology,29
NESR,National Energy Services Reunited,Energy Equipment & Services,865
NET,Cloudflare,Software,37670
NETC,Nabors Energy Transition,Blank Check / SPAC,344
NETI,Eneti,Marine,234
NEU,NewMarket,Chemicals,3440
NEW,Puxin,Diversified Consumer Services,18
NEWP,New Pacific Metals,"Electronic Equipment, Instruments & C...",605
NEWR,New Relic,Software,4210
NEWT,Newtek Business Services,Capital Markets,662
NEX,NexTier Oilfield Solutions,Energy Equipment & Services,2020
NEXA,Nexa Resources,Metals & Mining,1190
NEXI,NexImmune,Biotechnology,56
NEXT,NextDecade,"Oil, Gas & Consumable Fuels",479
NFBK,Northfield Bancorp,Thrifts & Mortgage Finance,747
NFE,New Fortress Energy,"Oil, Gas & Consumable Fuels",7170
NFG,National Fuel Gas Company,Gas Utilities,5980
NFGC,New Found Gold,Gold,962
NFLX,Netflix,Entertainment,165810
NFNT,Infinite Acquisition,Blank Check / SPAC,340
NFYS,Enphys Acquisition,Blank Check / SPAC,416
NG,NovaGold Resources,Metals & Mining,2490
NGC,Northern Genesis Acquisition III,Blank Check / SPAC,210
NGD,New Gold,Metals & Mining,1210
NGG,National Grid,Multi-Utilities,54370
NGL,NGL Energy Partners LP,"Oil, Gas & Consumable Fuels",304
NGM,NGM Biopharmaceuticals,Pharmaceuticals,1240
NGMS,NeoGames,"Hotels, Restaurants & Leisure",491
NGS,Natural Gas Services Group,Energy Equipment & Services,164
NGVC,Natural Grocers by Vitamin Cottage,Food & Staples Retailing,440
NGVT,Ingevity,Chemicals,2460
NH,NantHealth,Health Care Technology,110
NHC,National HealthCare,Health Care Providers & Services,1030
NHI,National Health Investors,Equity Real Estate Investment Trusts ...,2560
NHIC,NewHold Investment II,Blank Check / SPAC,215
NHTC,Natural Health Trends,Personal Products,82
NI,NiSource,Multi-Utilities,12360
NICE,NICE Ltd.,Software,14300
