Symbol,Company Name,Industry,Market Cap
CHEK,Check-Cap,Health Care Equipment & Supplies,38
CHGG,Chegg,Diversified Consumer Services,4310
CHH,Choice Hotels International,"Hotels, Restaurants & Leisure",7740
CHK,Chesapeake Energy,"Oil, Gas & Consumable Fuels",10080
CHKP,Check Point Software Technologies,Software,19380
CHMG,Chemung Financial,Banks,216
CHMI,Cherry Hill Mortgage Investment,Mortgage Real Estate Investment Trust...,139
CHNG,Change Healthcare,Health Care Technology,6690
CHNR,China Natural Resources,Metals & Mining,39
CHPM,CHP Merger,Shell Companies,265
CHPT,ChargePoint Holdings,Specialty Retail,4820
CHRA,Charah Solutions,Commercial Services & Supplies,174
CHRS,Coherus BioSciences,Biotechnology,916
CHRW,C.H. Robinson Worldwide,Air Freight & Logistics,13710
CHS,Chico's FAS,Specialty Retail,602
CHT,Chunghwa Telecom Co.,Diversified Telecommunication Services,33940
CHTR,Charter Communications,Media,95000
CHUY,Chuy's Holdings,"Hotels, Restaurants & Leisure",557
CHWA,CHW Acquisition,Blank Check / SPAC,154
CHWY,Chewy,Internet & Direct Marketing Retail,18920
CHX,ChampionX,Energy Equipment & Services,4340
CI,Cigna,Health Care Providers & Services,77550
CIA,Citizens,Insurance,212
CIAN,Cian PLC,Real Estate Services,235
CIB,Bancolombia,Banks,9100
CIDM,Cinedigm,Entertainment,120
CIEN,Ciena,Communications Equipment,10090
CIFR,Cipher Mining,Capital Markets,665
CIG,Companhia Energetica de Minas Gerais,Electric Utilities,4680
CIGI,Colliers International Group,Real Estate Management & Development,5520
CIH,China Index Holdings,Professional Services,78
CIIG,CIIG Capital Partners II,Blank Check / SPAC,354
CIM,Chimera Investment,Mortgage Real Estate Investment Trust...,2880
CINC,CinCor Pharma,Biotechnology,925
CINF,Cincinnati Financial,Insurance,19770
CING,Cingulate,Biotechnology,14
CINT,CI&T Inc.,Software-Infrastructure,2460
CIO,City Office REIT,Equity Real Estate Investment Trusts ...,739
CION,CĪON Investment,Asset Management,695
CIR,CIRCOR International,Machinery,492
CISO,Cerberus Cyber Sentinel,Software-Infrastructure,610
CITE,Cartica Acquisition,Blank Check / SPAC,251
CIVB,Civista Bancshares,Banks,363
CIVI,Civitas Resources,Oil & Gas E&P,5070
CIX,CompX International,Commercial Services & Supplies,282
CIXX,CI Financial,Asset Management,3130
CIZN,Citizens Holding Company,Banks,103
CJJD,China Jo-Jo Drugstores,Food & Staples Retailing,14
CKPT,Checkpoint Therapeutics,Biotechnology,135
CKX,CKX Lands,Real Estate Management & Development,24
CL,Colgate-Palmolive Company,Household Products,65020
CLAA,Colonnade Acquisition II,Blank Check / SPAC,401
CLAQ,CleanTech Acquisition,Blank Check / SPAC,216
CLAR,Clarus,Leisure Products,807
CLAS,Class Acceleration,Blank Check / SPAC,316
CLAY,Chavant Capital Acquisition,Blank Check / SPAC,99
CLB,Core Laboratories,Energy Equipment & Services,1260
CLBK,Columbia Financial,Thrifts & Mortgage Finance,2280
CLBR,Colombier Acquisition,Blank Check / SPAC,209
CLBS,Caladrius Biosciences,Biotechnology,42
CLBT,Cellebrite DI,Software-Infrastructure,1270
CLDT,Chatham Lodging Trust,Equity Real Estate Investment Trusts ...,671
CLDX,Celldex Therapeutics,Biotechnology,1420
CLEU,China Liberal Education Holdings,Education & Training Services,12
CLF,Cleveland-Cliffs,Metals & Mining,13630
CLFD,Clearfield,Communications Equipment,821
CLGN,CollPlant Biotechnologies,Biotechnology,103
CLH,Clean Harbors,Commercial Services & Supplies,5420
CLIM,Climate Real Impact Solutions II Acquisition,Blank Check / SPAC,295
CLIN,Clean Earth Acquisitions,Blank Check / SPAC,295
CLIR,ClearSign Technologies,"Electronic Equipment, Instruments & C...",44
CLLS,Cellectis,Biotechnology,176
CLMT,Calumet Specialty Products Partners,"Oil, Gas & Consumable Fuels",1220
CLNE,Clean Energy Fuels,"Oil, Gas & Consumable Fuels",1640
CLNN,Clene,Biotechnology,183
CLOE,Clover Leaf Capital,Blank Check / SPAC,182
CLOV,"Clover Health Investments,",Healthcare Plans,1040
CLPR,Clipper Realty,Equity Real Estate Investment Trusts ...,417
CLPS,CLPS Incorporation,IT Services,46
CLPT,ClearPoint Neuro,Health Care Equipment & Supplies,220
CLR,Continental Resources,"Oil, Gas & Consumable Fuels",22190
CLRB,Cellectar BioSciences,Biotechnology,29
CLRM,Clarim Acquisition,Blank Check / SPAC,351
CLRO,ClearOne,Communications Equipment,20
CLS,Celestica,"Electronic Equipment, Instruments & C...",1440
CLSD,Clearside Biomedical,Pharmaceuticals,83
CLSK,Cleanspark,Software,387
CLSN,Celsion,Biotechnology,27
CLST,Catalyst Bancorp,Banks-Regional,72
CLVR,Clever Leaves Holdings,Drug Manufacturers-Specialty & Generic,28
CLVS,Clovis Oncology,Biotechnology,216
CLVT,Clarivate,Professional Services,9440
CLW,Clearwater Paper,Paper & Forest Products,491
CLWT,Euro Tech Holdings Company,Trading Companies & Distributors,11
CLX,The Clorox Company,Household Products,17810
CLXT,Calyxt,Biotechnology,44
CM,Canadian Imperial Bank of Commerce,Banks,56700
CMA,Comerica,Banks,11830
CMAX,CareMax,Health Information Services,524
CMBM,Cambium Networks,Communications Equipment,550
CMC,Commercial Metals Company,Metals & Mining,4830
CMCA,Capitalworks Emerging Markets Acquisition,Blank Check / SPAC,285
CMCL,Caledonia Mining,Metals & Mining,163
CMCM,Cheetah Mobile,Software,167
CMCO,Columbus McKinnon,Machinery,1270
CMCSA,Comcast,Media,214010
CMCT,CIM Commercial Trust,Equity Real Estate Investment Trusts ...,175
CME,CME Group,Capital Markets,87610
CMG,Chipotle Mexican Grill,"Hotels, Restaurants & Leisure",40430
CMI,Cummins,Machinery,28780
CMLS,Cumulus Media,Media,228
CMMB,Chemomab Therapeutics,Biotechnology,45
CMP,Compass Minerals International,Metals & Mining,2070
CMPI,Checkmate Pharmaceuticals,Biotechnology,70
CMPO,CompoSecure,Shell Companies,99
CMPR,Cimpress,Commercial Services & Supplies,1640
CMPS,COMPASS Pathways,Health Care Providers & Services,522
CMPX,Compass Therapeutics,Biotechnology,160
CMRE,Costamare,Marine,1750
CMRX,Chimerix,Biotechnology,483
CMS,CMS Energy,Multi-Utilities,19410
CMT,Core Molding Technologies,Chemicals,69
CMTG,Claros Mortgage Trust,REIT-Mortgage,2240
CMTL,Comtech Telecommunications,Communications Equipment,523
CNA,CNA Financial,Insurance,12250
CNC,Centene,Health Care Providers & Services,50160
CNCE,Concert Pharmaceuticals,Biotechnology,100
CND,Concord Acquisition,Blank Check / SPAC,350
CNDA,Concord Acquisition II,Blank Check / SPAC,338
CNDB,Concord Acquisition III,Blank Check / SPAC,427
CNDT,Conduent,IT Services,954
CNET,ZW Data Action Technologies,Media,23
CNEY,CN Energy Group,Specialty Chemicals,37
CNF,CNFinance Holdings,Thrifts & Mortgage Finance,261
CNFR,Conifer Holdings,Insurance,23
CNGL,Canna-Global Acquisition,Blank Check / SPAC,294
CNHI,CNH Industrial,Machinery,18400
CNI,Canadian National Railway Company,Road & Rail,89080
CNK,Cinemark Holdings,Entertainment,2070
CNM,Core & Main,Industrial Distribution,3590
CNMD,CONMED,Health Care Equipment & Supplies,4200
CNNB,Cincinnati Bancorp,Banks-Regional,45
CNNE,Cannae Holdings,Diversified Financial Services,2210
CNO,CNO Financial Group,Insurance,2780
CNOB,ConnectOne Bancorp,Banks,1280
CNP,CenterPoint Energy,Multi-Utilities,18230
CNQ,Canadian Natural Resources,"Oil, Gas & Consumable Fuels",69600
CNR,Cornerstone Building Brands,Building Products,2710
CNS,Cohen & Steers,Capital Markets,3870
CNSL,Consolidated Communications Holdings,Diversified Telecommunication Services,592
CNSP,CNS Pharmaceuticals,Pharmaceuticals,9
CNTA,Centessa Pharmaceuticals,Biotechnology,692
CNTB,Connect Biopharma Holdings,Biotechnology,233
CNTG,Centogene,Biotechnology,99
CNTQ,Chardan NexTech Acquisition 2,Blank Check / SPAC,158
CNTX,Context Therapeutics,Pharmaceuticals,30
CNTY,Century Casinos,"Hotels, Restaurants & Leisure",346
CNVY,Convey Holding Parent,Health Information Services,392
CNX,CNX Resources,"Oil, Gas & Consumable Fuels",3590
CNXC,Concentrix,IT Services,10080
CNXN,PC Connection,"Electronic Equipment, Instruments & C...",1340
CO,Global Cord Blood,Health Care Providers & Services,507
COCO,The Vita Coco Company,Beverages-Non-Alcoholic,620
COCP,Cocrystal Pharma,Pharmaceuticals,50
CODA,Coda Octopus Group,"Electronic Equipment, Instruments & C...",66
CODI,Compass Diversified Holdings,Diversified Financial Services,1690
CODX,Co-Diagnostics,Health Care Equipment & Supplies,161
COE,China Online Education Group,Diversified Consumer Services,26
COF,Capital One Financial,Consumer Finance,55480
COFS,ChoiceOne Financial Services,Banks,194
COGT,Cogent Biosciences,Biotechnology,234
COHN,Cohen & Company,Capital Markets,22
COHR,Coherent,"Electronic Equipment, Instruments & C...",6400
COHU,"Cohu, Inc.",Semiconductors & Semiconductor Equipment,1360
COIN,Coinbase Global,Software-Application,43410
COKE,Coca-Cola Consolidated,Beverages,4290
COLB,Columbia Banking System,Banks,2710
COLD,Americold Realty Trust,Equity Real Estate Investment Trusts ...,7510
COLI,Colicity,Blank Check / SPAC,420
COLL,Collegium Pharmaceutical,Pharmaceuticals,620
COLM,Columbia Sportswear Company,"Textiles, Apparel & Luxury Goods",5840
COMM,CommScope Holding Company,Communications Equipment,1710
COMP,Compass,Software-Application,2890
COMS,ComSovereign Holding,Telecom Services,47
CONE,CyrusOne,Equity Real Estate Investment Trusts ...,11700
CONN,Conn's,Specialty Retail,557
CONX,CONX Corp.,Blank Check / SPAC,922
COO,The Cooper Companies,Health Care Equipment & Supplies,20930
COOK,Traeger,"Furnishings, Fixtures & Appliances",1090
COOL,Corner Growth Acquisition,Blank Check / SPAC,490
COOP,Mr. Cooper Group,Thrifts & Mortgage Finance,3670
COP,ConocoPhillips,"Oil, Gas & Consumable Fuels",130300
CORR,CorEnergy Infrastructure Trust,Equity Real Estate Investment Trusts ...,43
CORS,Corsair Partnering,Blank Check / SPAC,288
CORT,Corcept Therapeutics,Pharmaceuticals,2510
CORZ,Core Scientific,Software-Infrastructure,2050
COSM,Cosmos Holdings,Health Care Providers & Services,61
COST,Costco Wholesale,Food & Staples Retailing,233020
COTY,Coty Inc.,Personal Products,6810
COUP,Coupa Software,Software,8780
COUR,Coursera,Education & Training Services,2470
COVA,COVA Acquisition,Blank Check / SPAC,366
COWN,Cowen,Capital Markets,787
CP,Canadian Pacific Railway,Road & Rail,72600
CPA,Copa Holdings,Airlines,3090
CPAA,Conyers Park III Acquisition,Blank Check / SPAC,437
CPAC,Cementos Pacasmayo,Construction Materials,564
CPAQ,Counter Press Acquisition,Blank Check / SPAC,99
CPAR,Catalyst Partners Acquisition,Blank Check / SPAC,433
CPB,Campbell Soup Company,Food Products,13740
CPE,Callon Petroleum Company,"Oil, Gas & Consumable Fuels",3680
CPF,Central Pacific Financial,Banks,776
CPG,Crescent Point Energy,"Oil, Gas & Consumable Fuels",4450
CPHC,Canterbury Park Holding,"Hotels, Restaurants & Leisure",96
CPHI,China Pharma Holdings,Pharmaceuticals,20
CPIX,Cumberland Pharmaceuticals,Pharmaceuticals,47
CPK,Chesapeake Utilities,Gas Utilities,2480
CPLP,Capital Product Partners,"Oil, Gas & Consumable Fuels",293
CPNG,Coupang,Internet Retail,37010
CPOP,Pop Culture Group,Advertising Agencies,30
CPRI,Capri Holdings,"Textiles, Apparel & Luxury Goods",8050
CPRT,Copart,Commercial Services & Supplies,28120
CPRX,Catalyst Pharmaceuticals,Biotechnology,787
CPS,Cooper-Standard Holdings,Auto Components,181
CPSH,CPS Technologies,"Electronic Equipment, Instruments & C...",38
CPSI,Computer Programs & Systems,Health Care Technology,510
CPSS,Consumer Portfolio Services,Consumer Finance,239
CPT,Camden Property Trust,Equity Real Estate Investment Trusts ...,17830
CPTK,Crown PropTech Acquisitions,Blank Check / SPAC,341
CPTN,Cepton,Software-Application,1260
CPUH,Compute Health Acquisition,Blank Check / SPAC,1050
CQP,Cheniere Energy Partners LP,"Oil, Gas & Consumable Fuels",28300
CR,Crane Co.,Machinery,5830
CRAI,CRA International,Professional Services,665
CRBP,Corbus Pharmaceuticals Holdings,Biotechnology,42
CRBU,Caribou Biosciences,Biotechnology,541
CRC,California Resources,"Oil, Gas & Consumable Fuels",3440
CRCT,Cricut,Computer Hardware,3230
CRD-A,Crawford & Company,Insurance Brokers,390
CRD-B,Crawford & Company,Insurance Brokers,389
CRDF,Cardiff Oncology,Biotechnology,102
CRDL,Cardiol Therapeutics,Drug Manufacturers-Specialty & Generic,95
CRDO,Credo Technology Group Holding,Communication Equipment,2240
CREC,Crescera Capital Acquisition,Blank Check / SPAC,265
CREG,China Recycling Energy,Commercial Services & Supplies,45
CRESY,Cresud SACIF y A.,Real Estate Management & Development,512
CREX,Creative Realities,Media,15
CRGY,Crescent Energy Company,Oil & Gas E&P,2670
CRH,CRH Plc,Construction Materials,30480
CRHC,Cohn Robbins Holdings,Shell Companies,1020
CRI,Carter's,"Textiles, Apparel & Luxury Goods",3860
CRIS,Curis,Biotechnology,271
CRK,Comstock Resources,"Oil, Gas & Consumable Fuels",2220
CRKN,Crown ElectroKinetics,Specialty Chemicals,27
CRL,Charles River Laboratories International,Life Sciences Tools & Services,14040
CRM,Salesforce.com,Software,205470
CRMD,CorMedix,Pharmaceuticals,171
CRMT,America's Car-Mart,Specialty Retail,623
CRNC,Cerence,Software,1250
CRNT,Ceragon Networks,Communications Equipment,169
CRNX,Crinetics Pharmaceuticals,Biotechnology,871
CRON,Cronos Group,Pharmaceuticals,1200
CROX,Crocs,"Textiles, Apparel & Luxury Goods",4390
CRS,Carpenter Technology,Metals & Mining,1770
CRSP,CRISPR Therapeutics AG,Biotechnology,4100
CRSR,Corsair Gaming,"Technology Hardware, Storage & Periph...",2070
CRT,Cross Timbers Royalty Trust,"Oil, Gas & Consumable Fuels",95
CRTD,Creatd,Internet Content & Information,24
CRTO,Criteo,Media,1800
CRTX,Cortexyme,Biotechnology,132
CRU,Crucible Acquisition,Blank Check / SPAC,316
CRUS,Cirrus Logic,Semiconductors & Semiconductor Equipment,4870
CRVL,CorVel,Health Care Providers & Services,2890
CRVS,Corvus Pharmaceuticals,Biotechnology,71
CRWD,CrowdStrike Holdings,Software,41060
CRWS,Crown Crafts,"Textiles, Apparel & Luxury Goods",67
CRXT,Clarus Therapeutics Holdings,Drug Manufacturers-General,17
CRZN,Corazon Capital V838 Monoceros,Blank Check / SPAC,248
CS,Credit Suisse Group AG,Capital Markets,19280
CSBR,Champions Oncology,Life Sciences Tools & Services,110
CSCO,Cisco Systems,Communications Equipment,235090
CSCW,Color Star Technology Co.,Entertainment,33
CSGP,CoStar Group,Professional Services,22880
CSGS,CSG Systems International,IT Services,2090
CSII,Cardiovascular Systems,Health Care Equipment & Supplies,890
CSIQ,Canadian Solar,Semiconductors & Semiconductor Equipment,1850
CSL,Carlisle Companies,Industrial Conglomerates,12090
CSLM,Consilium Acquisition Corp I,Blank Check / SPAC,217
CSPI,CSP Inc.,IT Services,33
CSR,Centerspace,"Electronic Equipment, Instruments & C...",1700
CSSE,Chicken Soup for the Soul Entertainment,Entertainment,145
CSTA,Constellation Acquisition I,Blank Check / SPAC,387
CSTE,Caesarstone,Building Products,406
CSTL,Castle Biosciences,Biotechnology,1070
CSTM,Constellium SE,Metals & Mining,2530
CSTR,CapStar Financial Holdings,Banks,473
CSV,Carriage Services,Diversified Consumer Services,785
CSWC,Capital Southwest,Capital Markets,584
CSWI,CSW Industrials,Building Products,1890
CSX,CSX Corporation,Road & Rail,82100
CTAQ,Carney Technology Acquisition II,Blank Check / SPAC,502
CTAS,Cintas,Commercial Services & Supplies,39580
CTBI,Community Trust Bancorp,Banks,760
CTEK,CynergisTek,Health Care Providers & Services,18
CTG,Computer Task Group,IT Services,141
CTGO,Contango ORE,Metals & Mining,157
CTHR,Charles & Colvard,"Textiles, Apparel & Luxury Goods",54
CTIB,Yunhong CTI,Household Durables,5
CTIC,CTI BioPharma,Biotechnology,381
CTK,CooTek (Cayman),Software,14
CTKB,Cytek Biosciences,Medical Devices,1800
CTLP,Cantaloupe,Information Technology Services,498
CTLT,Catalent,Pharmaceuticals,17980
CTMX,CytomX Therapeutics,Biotechnology,243
CTO,CTO Realty Growth,Real Estate Management & Development,396
CTOS,Custom Truck One Source,Trading Companies & Distributors,1830
CTRA,Coterra Energy,Oil & Gas E&P,21250
CTRE,CareTrust REIT,Equity Real Estate Investment Trusts ...,1710
CTRM,Castor Maritime,Marine,154
CTRN,Citi Trends,Specialty Retail,306
CTS,CTS Corporation,"Electronic Equipment, Instruments & C...",1110
CTSH,Cognizant Technology Solutions,IT Services,46760
CTSO,CytoSorbents,Health Care Equipment & Supplies,169
CTT,CatchMark Timber Trust,Equity Real Estate Investment Trusts ...,392
CTV,Innovid,Advertising Agencies,509
CTVA,Corteva,Chemicals,37430
CTXR,Citius Pharmaceuticals,Pharmaceuticals,222
CTXS,Citrix Systems,Software,12740
CUBE,CubeSmart,Equity Real Estate Investment Trusts ...,11840
CUBI,Customers Bancorp,Banks,1740
CUE,Cue Biopharma,Biotechnology,170
CUEN,Cuentas,Diversified Telecommunication Services,15
CUK,Carnival,"Hotels, Restaurants & Leisure",18580
CULL,Cullman Bancorp,Banks,89
CULP,"Culp, Inc.","Textiles, Apparel & Luxury Goods",96
CURI,CuriosityStream,Broadcasting,165
CURO,CURO Group Holdings,Consumer Finance,500
CURV,Torrid Holdings,Apparel Retail,875
CUTR,Cutera,Health Care Equipment & Supplies,731
CUZ,Cousins Properties,Equity Real Estate Investment Trusts ...,5880
CVAC,CureVac,Biotechnology,3100
CVBF,CVB Financial,Banks,3300
CVCO,Cavco Industries,Household Durables,2480
CVCY,Central Valley Community Bancorp,Banks,273
CVE,Cenovus Energy,"Oil, Gas & Consumable Fuels",32090
CVEO,Civeo,Commercial Services & Supplies,329
CVET,Covetrus,Health Care Providers & Services,2430
CVGI,Commercial Vehicle Group,Machinery,283
CVGW,Calavo Growers,Food Products,770
CVI,CVR Energy,"Oil, Gas & Consumable Fuels",1820
CVII,Churchill Capital VII,Blank Check / SPAC,1680
CVLG,Covenant Logistics Group,Road & Rail,374
CVLT,Commvault Systems,Software,2850
CVLY,Codorus Valley Bancorp,Banks,212
CVM,Cel-Sci,Biotechnology,215
CVNA,Carvana Co.,Specialty Retail,18440
CVR,Chicago Rivet & Machine Co.,Machinery,25
CVRX,"CVRx, Inc.",Medical Devices,177
CVS,CVS Health,Health Care Providers & Services,138060
CVT,Cvent Holding,Software-Application,3740
CVU,CPI Aerostructures,Aerospace & Defense,33
CVV,CVD Equipment,Semiconductors & Semiconductor Equipment,29
CVX,Chevron,"Oil, Gas & Consumable Fuels",308980
CW,Curtiss-Wright,Aerospace & Defense,5990
CWAN,Clearwater Analytics Holdings,Software-Application,3120
CWBC,Community West Bancshares,Banks,118
CWBR,CohBar,Biotechnology,23
CWCO,Consolidated Water Co.,Water Utilities,150
CWEN,Clearway Energy,Independent Power and Renewable Elect...,6560
CWEN-A,Clearway Energy,Independent Power and Renewable Elect...,6510
CWH,Camping World Holdings,Specialty Retail,1360
CWK,Cushman & Wakefield,Real Estate Management & Development,4470
CWST,Casella Waste Systems,Commercial Services & Supplies,4230
CWT,California Water Service Group,Water Utilities,3150
CX,CEMEX,Construction Materials,7210
CXAC,C5 Acquisition,Blank Check / SPAC,363
CXDO,Crexendo,IT Services,87
CXM,Sprinklr,Software-Application,3030
CXW,CoreCivic,Equity Real Estate Investment Trusts ...,1050
CYAD,Celyad Oncology,Biotechnology,46
CYAN,Cyanotech,Personal Products,19
CYBE,CyberOptics,Semiconductors & Semiconductor Equipment,274
CYBN,Cybin,Biotechnology,148
CYBR,CyberArk Software,Software,6370
CYCC,Cyclacel Pharmaceuticals,Biotechnology,34
CYCN,Cyclerion Therapeutics,Biotechnology,47
CYD,China Yuchai International,Machinery,474
CYH,Community Health Systems,Health Care Providers & Services,1450
CYN,Cyngn,Software-Application,44
CYRN,Cyren,Software,35
CYRX,CryoPort,Health Care Equipment & Supplies,1630
CYT,Cyteir Therapeutics,Biotechnology,151
CYTH,Cyclo Therapeutics,Drug Manufacturers-Specialty & Generic,29
CYTK,Cytokinetics,Biotechnology,3040
CYTO,Altamira Therapeutics,Biotechnology,13
CYXT,Cyxtera Technologies,Information Technology Services,2170
CZNC,Citizens & Northern,Banks,395
CZOO,Cazoo Group,Software-Application,2160
CZR,Caesars Entertainment,"Hotels, Restaurants & Leisure",16870
CZWI,Citizens Community Bancorp,Banks,165
D,Dominion Energy,Multi-Utilities,67030
DAC,Danaos,Marine,1830
DADA,Dada Nexus,Internet & Direct Marketing Retail,1620
DAIO,Data I/O,"Electronic Equipment, Instruments & C...",40
DAKT,Daktronics,"Electronic Equipment, Instruments & C...",203
DAL,Delta Air Lines,Airlines,22090
DALN,DallasNews,Media,35
DALS,DA32 Life Science Tech Acquisition,Blank Check / SPAC,247
DAN,Dana Incorporated,Auto Components,2440
DAO,Youdao,Diversified Consumer Services,1060
DAOO,Crypto 1 Acquisition,Blank Check / SPAC,283
DAR,Darling Ingredients,Food Products,12250
DARE,Dare Bioscience,Health Care Equipment & Supplies,114
DASH,DoorDash,Internet & Direct Marketing Retail,31310
DATS,DatChat,Software-Application,35
DAVA,Endava,IT Services,6680
DAVE,Dave Inc.,Software-Application,1640
DAWN,Day One Biopharmaceuticals,Biotechnology,741
DB,Deutsche Bank AG,Capital Markets,21850
DBD,Diebold Nixdorf,"Technology Hardware, Storage & Periph...",565
DBGI,Digital Brands Group,Apparel Retail,17
DBI,Designer Brands,Specialty Retail,906
DBRG,DigitalBridge Group,REIT-Diversified,4070
DBTX,Decibel Therapeutics,Biotechnology,84
DBVT,DBV Technologies,Biotechnology,147
DBX,Dropbox,Software,8580
DCBO,Docebo,Software-Application,1430
DCFC,Tritium DCFC,Electrical Equipment & Parts,1030
DCGO,DocGo,Medical Care Facilities,629
DCI,Donaldson Company,Machinery,6270
DCO,Ducommun,Aerospace & Defense,601
DCOM,Dime Community Bancshares,Thrifts & Mortgage Finance,1320
DCP,DCP Midstream LP,"Oil, Gas & Consumable Fuels",7030
DCPH,Deciphera Pharmaceuticals,Biotechnology,410
DCRD,Decarbonization Plus Acquisition IV,Blank Check / SPAC,389
DCT,Duck Creek Technologies,Software,2920
DCTH,Delcath Systems,Medical Devices,45
DD,DuPont de Nemours,Chemicals,38160
DDD,3D Systems,"Technology Hardware, Storage & Periph...",1880
DDI,DoubleDown Interactive Co.,n/a,620
DDL,Dingdong (Cayman),Grocery Stores,1080
DDOG,Datadog,Software,44630
DDS,Dillard's,Multiline Retail,4950
DE,Deere & Company,Machinery,119670
DEA,Easterly Government Properties,Equity Real Estate Investment Trusts ...,3840
DECK,Deckers Outdoor,"Textiles, Apparel & Luxury Goods",6690
DEI,Douglas Emmett,Equity Real Estate Investment Trusts ...,6680
DELL,Dell Technologies,"Technology Hardware, Storage & Periph...",40450
DEN,Denbury,"Oil, Gas & Consumable Fuels",3870
DENN,Denny's,"Hotels, Restaurants & Leisure",932
DEO,Diageo,Beverages,109310
DERM,Journey Medical,Drug Manufacturers-Specialty & Generic,73
DESP,Despegar.com,Internet & Direct Marketing Retail,765
DFFN,Diffusion Pharmaceuticals,Biotechnology,25
DFH,Dream Finders Homes,Residential Construction,1940
DFIN,Donnelley Financial Solutions,Capital Markets,1020
DFS,Discover Financial Services,Consumer Finance,31400
DG,Dollar General,Multiline Retail,48890
DGICA,Donegal Group,Insurance,423
DGICB,Donegal Group,Insurance,423
DGII,Digi International,Communications Equipment,698
DGLY,Digital Ally,"Electronic Equipment, Instruments & C...",53
DGNU,Dragoneer Growth Opportunities III,Blank Check / SPAC,526
DGX,Quest Diagnostics,Health Care Providers & Services,16440
DH,Definitive Healthcare,Health Information Services,1970
DHAC,Digital Health Acquisition,Blank Check / SPAC,149
DHBC,DHB Capital,Blank Check / SPAC,351
DHC,Diversified Healthcare Trust,Equity Real Estate Investment Trusts ...,672
DHCA,DHC Acquisition,Blank Check / SPAC,377
DHHC,DiamondHead Holdings,Blank Check / SPAC,421
DHI,D.R. Horton,Household Durables,30260
DHIL,Diamond Hill Investment Group,Capital Markets,646
DHR,Danaher,Health Care Equipment & Supplies,194960
DHT,DHT Holdings,"Oil, Gas & Consumable Fuels",1020
DHX,DHI Group,Interactive Media & Services,287
DIBS,1stdibs.com,Internet Retail,296
DICE,DICE Therapeutics,Biotechnology,619
DIDI,DiDi Global,Software-Application,19390
DILA,DILA Capital Acquisition,Blank Check / SPAC,75
DIN,Dine Brands Global,"Hotels, Restaurants & Leisure",1200
DIOD,Diodes,Semiconductors & Semiconductor Equipment,3780
DIS,The Walt Disney Company,Entertainment,256200
DISA,Disruptive Acquisition I,Blank Check / SPAC,334
DISCA,Discovery,Media,13590
DISCB,Discovery,Media,13790
DISCK,Discovery,Media,13590
DISH,DISH Network,Media,15950
DIT,AMCON Distributing Company,Distributors,102
DJCO,Daily Journal,Media,440
DK,Delek US Holdings,"Oil, Gas & Consumable Fuels",1360
DKDCA,Data Knights Acquisition,Blank Check / SPAC,152
DKL,Delek Logistics Partners LP,"Oil, Gas & Consumable Fuels",1770
DKNG,DraftKings,"Hotels, Restaurants & Leisure",8460
DKS,Dick's Sporting Goods,Specialty Retail,9500
DLA,Delta Apparel,"Textiles, Apparel & Luxury Goods",197
DLB,Dolby Laboratories,"Electronic Equipment, Instruments & C...",7370
DLCA,Deep Lake Capital Acquisition,Blank Check / SPAC,253
DLHC,DLH Holdings,Professional Services,223
DLNG,Dynagas LNG Partners,"Oil, Gas & Consumable Fuels",110
DLO,DLocal,Software-Infrastructure,8250
DLPN,Dolphin Entertainment,Entertainment,34
DLR,Digital Realty Trust,Equity Real Estate Investment Trusts ...,40440
DLTH,Duluth Holdings,Internet & Direct Marketing Retail,441
DLTR,Dollar Tree,Multiline Retail,32270
DLX,Deluxe,Commercial Services & Supplies,1380
DM,Desktop Metal,Computer Hardware,1140
DMAC,DiaMedica Therapeutics,Biotechnology,66
DMAQ,Deep Medicine Acquisition,Blank Check / SPAC,163
DMLP,Dorchester Minerals,"Oil, Gas & Consumable Fuels",869
DMRC,Digimarc,Software,392
DMS,Digital Media Solutions,Advertising Agencies,184
DMTK,DermTech,Biotechnology,388
DMYS,"dMY Technology Group, Inc. VI",Blank Check / SPAC,294
DNA,Ginkgo Bioworks Holdings,Biotechnology,5100
DNAA,Social Capital Suvretta Holdings I,Blank Check / SPAC,314
DNAB,Social Capital Suvretta Holdings II,Blank Check / SPAC,309
DNAC,Social Capital Suvretta Holdings III,Blank Check / SPAC,315
DNAD,Social Capital Suvretta Holdings IV,Blank Check / SPAC,309
DNAY,Codex DNA,Medical Devices,268
DNB,Dun & Bradstreet Holdings,Professional Services,7360
DNLI,Denali Therapeutics,Biotechnology,3880
DNMR,Danimer Scientific,Specialty Chemicals,419
DNN,Denison Mines,"Oil, Gas & Consumable Fuels",1160
DNOW,NOW Inc.,Trading Companies & Distributors,1150
DNUT,Krispy Kreme,Grocery Stores,2550
DNZ,D & Z Media Acquisition,Blank Check / SPAC,350
DOC,Physicians Realty Trust,Equity Real Estate Investment Trusts ...,3970
DOCN,DigitalOcean Holdings,Software-Infrastructure,5530
DOCS,Doximity,Health Information Services,13450
DOCU,DocuSign,Software,20060
DOGZ,Dogness (International),"Textiles, Apparel & Luxury Goods",115
DOLE,Dole plc,Farm Products,1470
DOMA,Doma Holdings,Shell Companies,786
DOMO,"Domo, Inc.",Software,1440
DOOO,BRP Inc.,Leisure Products,5360
DOOR,Masonite International,Building Products,2170
DORM,Dorman Products,Auto Components,3040
DOUG,Douglas Elliman,Real Estate Services,559
